É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2021/06/09 07:55:43

,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû
2020/3/29 6:00:00,4.7,8,1,4.0,0,8,1,3.7,8,ñk,8,1,1015.9,8,1,97,8,1,8.3,8,1,10,8,1,10,8,1
2020/3/29 7:00:00,3.6,8,1,4.5,0,8,1,3.6,8,ñk,8,1,1016.3,8,1,97,8,1,7.7,8,1,,0,1,,0,1
2020/3/29 8:00:00,2.7,8,1,4.0,0,8,1,3.1,8,ñkñkêº,8,1,1017.6,8,1,98,8,1,7.3,8,1,,0,1,,0,1
2020/3/29 9:00:00,1.4,8,1,4.0,0,8,1,3.5,8,ñkñkêº,8,1,1018.1,8,1,98,8,1,6.6,8,1,11,8,1,10,8,1
2020/3/29 10:00:00,0.9,8,1,4.0,0,8,1,2.7,8,ñkñkêº,8,1,1018.1,8,1,98,8,1,6.4,8,1,,0,1,,0,1
2020/3/29 11:00:00,0.8,8,1,3.5,0,8,1,3.4,8,ñkñkêº,8,1,1017.4,8,1,98,8,1,6.3,8,1,,0,1,,0,1
2020/3/29 12:00:00,0.9,8,1,4.0,0,8,1,3.1,8,ñkñkêº,8,1,1017.0,8,1,98,8,1,6.4,8,1,12,8,1,10,8,1
2020/3/29 13:00:00,1.1,8,1,3.0,0,8,1,2.3,8,ñk,8,1,1016.0,8,1,98,8,1,6.5,8,1,,0,1,,0,1
2020/3/29 14:00:00,2.2,8,1,1.0,0,8,1,3.5,8,ñkñkêº,8,1,1015.4,8,1,97,8,1,6.9,8,1,,0,1,,0,1
2020/3/29 15:00:00,2.4,8,1,0.0,0,8,1,3.7,8,ñkêº,8,1,1015.7,8,1,97,8,1,7.0,8,1,10,8,1,10,8,1
2020/3/29 16:00:00,2.9,8,1,0.0,0,8,1,1.9,8,ñkñkêº,8,1,1015.9,8,1,96,8,1,7.2,8,1,,0,1,,0,1
2020/3/29 17:00:00,3.2,8,1,0,1,8,1,2.4,8,ñk,8,1,1016.2,8,1,95,8,1,7.3,8,1,,0,1,,0,1
2020/3/29 18:00:00,3.4,8,1,0,1,8,1,2.6,8,ñkñkìå,8,1,1016.9,8,1,96,8,1,7.5,8,1,4,8,1,10,8,1
2020/3/29 19:00:00,3.4,8,1,0,1,8,1,2.6,8,ñkêº,8,1,1017.5,8,1,95,8,1,7.4,8,1,,0,1,,0,1
2020/3/29 20:00:00,3.6,8,1,0,1,8,1,1.4,8,ñkêº,8,1,1018.2,8,1,96,8,1,7.6,8,1,,0,1,,0,1
2020/3/29 21:00:00,3.8,8,1,0,1,8,1,2.3,8,ñkêº,8,1,1019.0,8,1,93,8,1,7.5,8,1,4,8,1,10,8,1
2020/3/29 22:00:00,4.1,8,1,0,1,8,1,1.6,8,ñkìå,8,1,1018.9,8,1,89,8,1,7.3,8,1,,0,1,,0,1
2020/3/29 23:00:00,4.2,8,1,0,1,8,1,0.9,8,ñkñkêº,8,1,1019.0,8,1,90,8,1,7.4,8,1,,0,1,,0,1
2020/3/30 00:00:00,4.2,8,1,0,1,8,1,1.4,8,ñkñkêº,8,1,1018.4,8,1,89,8,1,7.3,8,1,,0,1,,0,1
2020/3/30 1:00:00,4.1,8,1,0,1,8,1,1.1,8,ñkñkêº,8,1,1018.2,8,1,87,8,1,7.1,8,1,,0,1,,0,1
2020/3/30 2:00:00,3.9,8,1,0,1,8,1,1.6,8,ñkêº,8,1,1018.9,8,1,85,8,1,6.9,8,1,,0,1,,0,1
2020/3/30 3:00:00,3.7,8,1,0,1,8,1,2.5,8,ñkêº,8,1,1019.0,8,1,88,8,1,7.0,8,1,3,8,1,10-,8,1
2020/3/30 4:00:00,3.8,8,1,0,1,8,1,1.4,8,ñkñkêº,8,1,1019.2,8,1,85,8,1,6.8,8,1,,0,1,,0,1
2020/3/30 5:00:00,4.0,8,1,0,1,8,1,1.6,8,ñk,8,1,1019.7,8,1,82,8,1,6.7,8,1,,0,1,,0,1
2020/3/30 6:00:00,4.2,8,1,0,1,8,1,1.4,8,ñkêº,8,1,1020.4,8,1,85,8,1,7.0,8,1,4,8,1,10-,8,1
2020/3/30 7:00:00,4.9,8,1,0,1,8,1,2.2,8,ñkêº,8,1,1021.2,8,1,80,8,1,6.9,8,1,,0,1,,0,1
2020/3/30 8:00:00,6.3,8,1,0,1,8,1,2.0,8,ñkñkêº,8,1,1021.2,8,1,72,8,1,6.9,8,1,,0,1,,0,1
2020/3/30 9:00:00,7.3,8,1,0,1,8,1,2.5,8,ñk,8,1,1021.9,8,1,66,8,1,6.7,8,1,3,8,1,10-,8,1
2020/3/30 10:00:00,7.7,8,1,0,1,8,1,2.3,8,ñkñkìå,8,1,1021.7,8,1,65,8,1,6.8,8,1,,0,1,,0,1
2020/3/30 11:00:00,9.9,8,1,0,1,8,1,2.7,8,ñk,8,1,1021.0,8,1,67,8,1,8.2,8,1,,0,1,,0,1
2020/3/30 12:00:00,9.8,8,1,0,1,8,1,2.6,8,ñk,8,1,1020.5,8,1,65,8,1,7.9,8,1,4,8,1,10,8,1
2020/3/30 13:00:00,9.2,8,1,0,1,8,1,2.9,8,ñkêº,8,1,1019.6,8,1,63,8,1,7.3,8,1,,0,1,,0,1
2020/3/30 14:00:00,9.8,8,1,0,1,8,1,1.6,8,ñkñkêº,8,1,1019.1,8,1,64,8,1,7.8,8,1,,0,1,,0,1
2020/3/30 15:00:00,9.9,8,1,0,1,8,1,1.9,8,ñkñkêº,8,1,1018.6,8,1,63,8,1,7.7,8,1,4,8,1,10,8,1
2020/3/30 16:00:00,10.0,8,1,0,1,8,1,2.2,8,ñkñkìå,8,1,1018.7,8,1,65,8,1,8.0,8,1,,0,1,,0,1
2020/3/30 17:00:00,9.8,8,1,0,1,8,1,1.5,8,ñk,8,1,1019.0,8,1,63,8,1,7.6,8,1,,0,1,,0,1
2020/3/30 18:00:00,9.2,8,1,0,1,8,1,1.2,8,ñkñkêº,8,1,1019.7,8,1,67,8,1,7.8,8,1,4,8,1,10,8,1
2020/3/30 19:00:00,9.2,8,1,0,1,8,1,2.6,8,êºñkêº,8,1,1020.2,8,1,67,8,1,7.8,8,1,,0,1,,0,1
2020/3/30 20:00:00,9.1,8,1,0,1,8,1,1.3,8,ñkñkêº,8,1,1020.5,8,1,67,8,1,7.7,8,1,,0,1,,0,1
2020/3/30 21:00:00,9.2,8,1,0,1,8,1,2.7,8,ñkìå,8,1,1020.8,8,1,69,8,1,8.0,8,1,4,8,1,10,8,1
2020/3/30 22:00:00,8.7,8,1,0,1,8,1,3.0,8,ñkñkìå,8,1,1021.1,8,1,70,8,1,7.9,8,1,,0,1,,0,1
2020/3/30 23:00:00,8.9,8,1,0,1,8,1,2.1,8,ñkìå,8,1,1020.7,8,1,68,8,1,7.8,8,1,,0,1,,0,1
2020/3/31 00:00:00,8.7,8,1,0,1,8,1,1.8,8,ñk,8,1,1020.7,8,1,70,8,1,7.9,8,1,,0,1,,0,1
2020/3/31 1:00:00,8.7,8,1,0,1,8,1,1.0,8,ñk,8,1,1020.6,8,1,72,8,1,8.1,8,1,,0,1,,0,1
2020/3/31 2:00:00,8.6,8,1,0,1,8,1,2.1,8,ñk,8,1,1020.1,8,1,73,8,1,8.2,8,1,,0,1,,0,1
2020/3/31 3:00:00,8.5,8,1,0,1,8,1,1.9,8,ñkêº,8,1,1019.7,8,1,73,8,1,8.1,8,1,4,8,1,10-,8,1
2020/3/31 4:00:00,8.5,8,1,0,1,8,1,1.6,8,ñkñkìå,8,1,1019.8,8,1,73,8,1,8.1,8,1,,0,1,,0,1
2020/3/31 5:00:00,8.4,8,1,0,1,8,1,1.3,8,ñkñkêº,8,1,1020.0,8,1,76,8,1,8.4,8,1,,0,1,,0,1
2020/3/31 6:00:00,8.4,8,1,0,1,8,1,1.9,8,ñkñkêº,8,1,1020.5,8,1,74,8,1,8.2,8,1,4,8,1,10-,8,1
2020/3/31 7:00:00,8.5,8,1,0.0,0,8,1,3.1,8,ñkêº,8,1,1021.0,8,1,75,8,1,8.3,8,1,,0,1,,0,1
2020/3/31 8:00:00,8.4,8,1,0.0,0,8,1,1.3,8,ñk,8,1,1021.3,8,1,86,8,1,9.5,8,1,,0,1,,0,1
2020/3/31 9:00:00,9.1,8,1,0.0,0,8,1,2.4,8,ñkêº,8,1,1021.7,8,1,79,8,1,9.1,8,1,4,8,1,10,8,1
2020/3/31 10:00:00,9.5,8,1,0,1,8,1,1.6,8,ñkñkêº,8,1,1021.3,8,1,71,8,1,8.4,8,1,,0,1,,0,1
2020/3/31 11:00:00,10.7,8,1,0.0,0,8,1,1.7,8,ñk,8,1,1020.7,8,1,68,8,1,8.7,8,1,,0,1,,0,1
2020/3/31 12:00:00,11.1,8,1,0.0,0,8,1,1.8,8,ñkñkêº,8,1,1020.1,8,1,69,8,1,9.1,8,1,10,8,1,10,8,1
2020/3/31 13:00:00,10.7,8,1,0.0,0,8,1,1.3,8,ñkñkêº,8,1,1019.6,8,1,76,8,1,9.8,8,1,,0,1,,0,1
2020/3/31 14:00:00,11.3,8,1,0.0,0,8,1,1.2,8,ñk,8,1,1018.8,8,1,72,8,1,9.6,8,1,,0,1,,0,1
2020/3/31 15:00:00,11.6,8,1,0,1,8,1,2.0,8,ñkñkêº,8,1,1018.6,8,1,74,8,1,10.1,8,1,4,8,1,10,8,1
2020/3/31 16:00:00,11.8,8,1,0,1,8,1,2.3,8,ñkñkìå,8,1,1017.8,8,1,74,8,1,10.2,8,1,,0,1,,0,1
2020/3/31 17:00:00,11.5,8,1,0,1,8,1,1.8,8,ñkñkêº,8,1,1017.9,8,1,79,8,1,10.7,8,1,,0,1,,0,1
2020/3/31 18:00:00,11.1,8,1,0,1,8,1,3.2,8,ñkñkêº,8,1,1018.4,8,1,80,8,1,10.6,8,1,4,8,1,10,8,1
2020/3/31 19:00:00,9.9,8,1,0.0,0,8,1,2.2,8,ñkñkêº,8,1,1018.2,8,1,92,8,1,11.2,8,1,,0,1,,0,1
2020/3/31 20:00:00,10.2,8,1,0,1,8,1,1.0,8,ñk,8,1,1018.0,8,1,89,8,1,11.1,8,1,,0,1,,0,1
2020/3/31 21:00:00,10.2,8,1,0.0,0,8,1,2.6,8,ñkêº,8,1,1018.6,8,1,92,8,1,11.4,8,1,10,8,1,10,8,1
2020/3/31 22:00:00,9.9,8,1,0.0,0,8,1,1.6,8,ñkñkêº,8,1,1018.8,8,1,89,8,1,10.9,8,1,,0,1,,0,1
2020/3/31 23:00:00,9.4,8,1,0.0,0,8,1,1.6,8,ñk,8,1,1017.7,8,1,90,8,1,10.6,8,1,,0,1,,0,1
2020/4/1 00:00:00,9.7,8,1,0,1,8,1,3.1,8,ñkñkìå,8,1,1016.3,8,1,91,8,1,11.0,8,1,,0,1,,0,1
